ENTRY            D1079   20251001                             D151D107900000001 
SUBENT        D1079001   20251001                             D151D107900100001 
BIB                  8         16                                 D107900100002 
TITLE      Measurement of secondary neutron spectra and the       D107900100003 
            total yield from 18O(p,Xn) reaction                   D107900100004 
AUTHOR     (M.Zmeskal, M.Kostal, O.Lebeda, V.Zach, R.Behal,       D107900100005 
            T.Czakoj, J.Simon, E.Novak, Z.Matej)                  D107900100006 
REFERENCE  (J,RPC,229,112431,2025)                                D107900100007 
INSTITUTE  (3CZRUJV,3CZRCTI,3CZRUJF)                              D107900100008 
           (3CZRCZR) Masaryk University, Brno                     D107900100009 
FACILITY   (CYCLO,3CZRUJF) U-120M cyclotron                       D107900100010 
SAMPLE     (8-O-18,ENR=0.98)                                      D107900100011 
           Phial (5.5 mm inner diameter,  26 mm length, 2.3 ml    D107900100012 
            volume, 25 um havar window) filled with water         D107900100013 
            enriched to 98% with 18O and pressurized to 2E+5 Pa,  D107900100014 
            thicker than the full stopping length of protons      D107900100015 
STATUS     (APRVD) Proofread by Marek Zmeskal (2025-10-01)        D107900100016 
HISTORY    (20251001R) On. Data received from Marek Zmeskal.      D107900100017 
           (20251001C) On                                         D107900100018 
ENDBIB              16          0                                 D107900100019 
NOCOMMON             0          0                                 D107900100020 
ENDSUBENT           19          0                                 D107900199999 
SUBENT        D1079002   20251001                             D151D107900200001 
BIB                  4         11                                 D107900200002 
REACTION   (8-O-CMP(P,X)0-NN-1,,PY/DA/DE,,TT/CH)                  D107900200003 
            water enriched with 18O                               D107900200004 
DETECTOR   (SCIN) stilbene crystal (1 x 1 cm) which centre was    D107900200005 
            located at a distance of 203 cm from the entrance     D107900200006 
            of the water target                                   D107900200007 
ERR-ANALYS (DATA-ERR) Uncertainty due to                          D107900200008 
           - statistics                                           D107900200009 
           - deconvolution                                        D107900200010 
           - energy calibration                                   D107900200011 
STATUS     (TABLE,,M.Zmeskal,J,RPC,229,112431,2025)               D107900200012 
            Spectra in Fig.5 renormalized by Marek Zmeskal        D107900200013 
ENDBIB              11          0                                 D107900200014 
COMMON               1          3                                 D107900200015 
EN                                                                D107900200016 
MEV                                                               D107900200017 
 17.4                                                             D107900200018 
ENDCOMMON            3          0                                 D107900200019 
DATA                 5       1380                                 D107900200020 
ANG        E-MIN      E-MAX      DATA       DATA-ERR              D107900200021 
 170.        1.5        1.6        2.506E+08  5.02                D107900201272 
 170.        1.6        1.7        2.403E+08  5.12                D107900201273 
 170.        1.7        1.8        2.296E+08  5.18                D107900201274 
 170.        1.8        1.9        2.195E+08  5.25                D107900201275 
 170.        1.9        2.         2.102E+08  5.25                D107900201276 
 170.        2.         2.1        2.011E+08  5.25                D107900201277 
 170.        2.1        2.2        1.931E+08  5.23                D107900201278 
 170.        2.2        2.3        1.853E+08  5.21                D107900201279 
 170.        2.3        2.4        1.797E+08  5.25                D107900201280 
 170.        2.4        2.5        1.742E+08  5.28                D107900201281 
 170.        2.5        2.6        1.699E+08  5.34                D107900201282 
 170.        2.6        2.7        1.656E+08  5.40                D107900201283 
 170.        2.7        2.8        1.611E+08  5.44                D107900201284 
 170.        2.8        2.9        1.567E+08  5.49                D107900201285 
 170.        2.9        3.         1.524E+08  5.50                D107900201286 
 170.        3.         3.1        1.482E+08  5.50                D107900201287 
 170.        3.1        3.2        1.444E+08  5.48                D107900201288 
 170.        3.2        3.3        1.406E+08  5.45                D107900201289 
 170.        3.3        3.4        1.370E+08  5.47                D107900201290 
 170.        3.4        3.5        1.333E+08  5.48                D107900201291 
 170.        3.5        3.6        1.301E+08  5.50                D107900201292 
 170.        3.6        3.7        1.268E+08  5.52                D107900201293 
 170.        3.7        3.8        1.237E+08  5.56                D107900201294 
 170.        3.8        3.9        1.206E+08  5.60                D107900201295 
 170.        3.9        4.         1.180E+08  5.61                D107900201296 
 170.        4.         4.1        1.153E+08  5.63                D107900201297 
 170.        4.1        4.2        1.125E+08  5.63                D107900201298 
 170.        4.2        4.3        1.097E+08  5.64                D107900201299 
 170.        4.3        4.4        1.072E+08  5.67                D107900201300 
 170.        4.4        4.5        1.048E+08  5.70                D107900201301 
 170.        4.5        4.6        1.027E+08  5.74                D107900201302 
 170.        4.6        4.7        1.005E+08  5.80                D107900201303 
 170.        4.7        4.8        9.836E+07  5.85                D107900201304 
 170.        4.8        4.9        9.615E+07  5.91                D107900201305 
 170.        4.9        5.         9.401E+07  5.88                D107900201306 
 170.        5.         5.1        9.183E+07  5.87                D107900201307 
 170.        5.1        5.2        9.002E+07  5.92                D107900201308 
 170.        5.2        5.3        8.818E+07  5.99                D107900201309 
 170.        5.3        5.4        8.607E+07  5.99                D107900201310 
 170.        5.4        5.5        8.394E+07  6.00                D107900201311 
 170.        5.5        5.6        8.177E+07  5.98                D107900201312 
 170.        5.6        5.7        7.958E+07  5.98                D107900201313 
 170.        5.7        5.8        7.749E+07  5.90                D107900201314 
 170.        5.8        5.9        7.538E+07  5.84                D107900201315 
 170.        5.9        6.         7.324E+07  5.79                D107900201316 
 170.        6.         6.1        7.109E+07  5.82                D107900201317 
 170.        6.1        6.2        6.916E+07  5.84                D107900201318 
 170.        6.2        6.3        6.722E+07  5.86                D107900201319 
 170.        6.3        6.4        6.546E+07  5.89                D107900201320 
 170.        6.4        6.5        6.370E+07  5.92                D107900201321 
 170.        6.5        6.6        6.184E+07  5.99                D107900201322 
 170.        6.6        6.7        5.998E+07  6.08                D107900201323 
 170.        6.7        6.8        5.801E+07  6.09                D107900201324 
 170.        6.8        6.9        5.604E+07  6.12                D107900201325 
 170.        6.9        7.         5.419E+07  6.13                D107900201326 
 170.        7.         7.1        5.235E+07  6.15                D107900201327 
 170.        7.1        7.2        5.065E+07  6.20                D107900201328 
 170.        7.2        7.3        4.896E+07  6.34                D107900201329 
 170.        7.3        7.4        4.742E+07  6.48                D107900201330 
 170.        7.4        7.5        4.588E+07  6.64                D107900201331 
 170.        7.5        7.6        4.436E+07  7.01                D107900201332 
 170.        7.6        7.7        4.285E+07  7.42                D107900201333 
 170.        7.7        7.8        4.122E+07  7.89                D107900201334 
 170.        7.8        7.9        3.960E+07  8.41                D107900201335 
 170.        7.9        8.         3.811E+07  8.87                D107900201336 
 170.        8.         8.1        3.664E+07  9.37                D107900201337 
 170.        8.1        8.2        3.524E+07 10.01                D107900201338 
 170.        8.2        8.3        3.386E+07 10.68                D107900201339 
 170.        8.3        8.4        3.251E+07 11.42                D107900201340 
 170.        8.4        8.5        3.117E+07 12.20                D107900201341 
 170.        8.5        8.6        2.991E+07 12.93                D107900201342 
 170.        8.6        8.7        2.866E+07 13.70                D107900201343 
 170.        8.7        8.8        2.740E+07 14.76                D107900201344 
 170.        8.8        8.9        2.616E+07 15.87                D107900201345 
 170.        8.9        9.         2.498E+07 16.85                D107900201346 
 170.        9.         9.1        2.382E+07 17.87                D107900201347 
 170.        9.1        9.2        2.275E+07 19.15                D107900201348 
 170.        9.2        9.3        2.169E+07 20.48                D107900201349 
 170.        9.3        9.4        2.070E+07 21.72                D107900201350 
 170.        9.4        9.5        1.973E+07 23.01                D107900201351 
 170.        9.5        9.6        1.878E+07 24.57                D107900201352 
 170.        9.6        9.7        1.785E+07 26.18                D107900201353 
 170.        9.7        9.8        1.697E+07 27.84                D107900201354 
 170.        9.8        9.9        1.611E+07 29.58                D107900201355 
 170.        9.9       10.         1.530E+07 31.51                D107900201356 
 170.       10.        10.1        1.450E+07 33.52                D107900201357 
 170.       10.1       10.2        1.370E+07 35.62                D107900201358 
 170.       10.2       10.3        1.292E+07 37.81                D107900201359 
 170.       10.3       10.4        1.219E+07 40.13                D107900201360 
 170.       10.4       10.5        1.148E+07 42.55                D107900201361 
 170.       10.5       10.6        1.083E+07 44.84                D107900201362 
 170.       10.6       10.7        1.021E+07 47.22                D107900201363 
 170.       10.7       10.8        9.653E+06 49.62                D107900201364 
 170.       10.8       10.9        9.116E+06 52.13                D107900201365 
 170.       10.9       11.         8.637E+06 54.48                D107900201366 
 170.       11.        11.1        8.171E+06 56.94                D107900201367 
 170.       11.1       11.2        7.758E+06 59.43                D107900201368 
 170.       11.2       11.3        7.357E+06 62.01                D107900201369 
 170.       11.3       11.4        7.000E+06 64.57                D107900201370 
 170.       11.4       11.5        6.653E+06 67.24                D107900201371 
 170.       11.5       11.6        0.000E+00  0.00                D107900201372 
 170.       11.6       11.7        0.000E+00  0.00                D107900201373 
 170.       11.7       11.8        0.000E+00  0.00                D107900201374 
 170.       11.8       11.9        0.000E+00  0.00                D107900201375 
 170.       11.9       12.         0.000E+00  0.00                D107900201376 
 170.       12.        12.1        0.000E+00  0.00                D107900201377 
 170.       12.1       12.2        0.000E+00  0.00                D107900201378 
 170.       12.2       12.3        0.000E+00  0.00                D107900201379 
 170.       12.3       12.4        0.000E+00  0.00                D107900201380 
 170.       12.4       12.5        0.000E+00  0.00                D107900201381 
 170.       12.5       12.6        0.000E+00  0.00                D107900201382 
 170.       12.6       12.7        0.000E+00  0.00                D107900201383 
 170.       12.7       12.8        0.000E+00  0.00                D107900201384 
 170.       12.8       12.9        0.000E+00  0.00                D107900201385 
 170.       12.9       13.         0.000E+00  0.00                D107900201386 
 170.       13.        13.1        0.000E+00  0.00                D107900201387 
 170.       13.1       13.2        0.000E+00  0.00                D107900201388 
 170.       13.2       13.3        0.000E+00  0.00                D107900201389 
 170.       13.3       13.4        0.000E+00  0.00                D107900201390 
 170.       13.4       13.5        0.000E+00  0.00                D107900201391 
 170.       13.5       13.6        0.000E+00  0.00                D107900201392 
 170.       13.6       13.7        0.000E+00  0.00                D107900201393 
 170.       13.7       13.8        0.000E+00  0.00                D107900201394 
 170.       13.8       13.9        0.000E+00  0.00                D107900201395 
 170.       13.9       14.         0.000E+00  0.00                D107900201396 
 170.       14.        14.1        0.000E+00  0.00                D107900201397 
 170.       14.1       14.2        0.000E+00  0.00                D107900201398 
 170.       14.2       14.3        0.000E+00  0.00                D107900201399 
 170.       14.3       14.4        0.000E+00  0.00                D107900201400 
 170.       14.4       14.5        0.000E+00  0.00                D107900201401 
 170.       14.5       14.6        0.000E+00  0.00                D107900201402 
ENDDATA           1382          0                                 D107900201403 
ENDSUBENT         1402          0                                 D107900299999 
SUBENT        D1079003   20251001                             D151D107900300001 
BIB                  4          9                                 D107900300002 
REACTION   (8-O-CMP(P,X)0-NN-1,PAR,PY,,TT/CH)                     D107900300003 
            water enriched with 18O                               D107900300004 
ANALYSIS   (INTAD,INTED) Integration of double differential       D107900300005 
            spectra                                               D107900300006 
REL-REF    (A,,M.Hagiwara+,J,KPS,59,2035,2011)                    D107900300007 
            1.55E+11 +/- 1.03E+10 neutrons/uC                     D107900300008 
STATUS     (TABLE,,M.Zmeskal,J,RPC,229,112431,2025)               D107900300009 
            Text in p.4                                           D107900300010 
           (DEP,D1079002) Double differential spectra             D107900300011 
ENDBIB               9          0                                 D107900300012 
NOCOMMON             0          0                                 D107900300013 
DATA                 3          1                                 D107900300014 
EN         E-MIN      DATA                                        D107900300015 
MEV        MEV        PRD/MUCOUL                                  D107900300016 
 17.4       1.           1.49E+10                                 D107900300017 
ENDDATA              3          0                                 D107900300018 
ENDSUBENT           17          0                                 D107900399999 
SUBENT        D1079004   20251001                             D151D107900400001 
BIB                  4         13                                 D107900400002 
REACTION   (8-O-CMP(P,X)0-NN-1,,PY,,TT/CH)                        D107900400003 
            water enriched with 18O                               D107900400004 
METHOD     (MANGB) 55Mn(n,g)56Mn reaction rate per                D107900400005 
            one source neutron determined by MCNP6.2 and IRDFF-II D107900400006 
            55Mn(n,g)56Mn cross section                           D107900400007 
ERR-ANALYS (DATA-ERR) Uncertainty due to                          D107900400008 
            - efficiency of the HPGe detector                     D107900400009 
            - statistics of measurement at HPGe detector          D107900400010 
            - statistics of MCNP calculation                      D107900400011 
            - dimensions of the manganese bath                    D107900400012 
            - primary neutron spectra used for the calculation    D107900400013 
STATUS     (TABLE,,M.Zmeskal,J,RPC,229,112431,2025)               D107900400014 
           Text in p.4                                            D107900400015 
ENDBIB              13          0                                 D107900400016 
NOCOMMON             0          0                                 D107900400017 
DATA                 3          1                                 D107900400018 
EN         DATA       DATA-ERR                                    D107900400019 
MEV        PRD/MUCOUL PRD/MUCOUL                                  D107900400020 
 17.61        2.15E+10   0.07E+10                                 D107900400021 
ENDDATA              3          0                                 D107900400022 
ENDSUBENT           21          0                                 D107900499999 
ENDENTRY             4          0                                 D107999999999 
