ENTRY            O2589   20230120                             O100O258900000001 
SUBENT        O2589001   20230120                             O100O258900100001 
BIB                 12         27                                 O258900100002 
TITLE      Updated analysis of the 170Er(p,t)168Er reaction data  O258900100003 
AUTHOR     (D.Bucurescu, S.Pascu, G.Graw, R.Hertenberger,         O258900100004 
           H.-F.Wirth, T.Faestermann, R.Kruecken, M.Mahgoub,      O258900100005 
           J.Jolie, P.Von Brentano, S.Heinze, O.Moeller,          O258900100006 
           R.F.Casten, D.A.Meyer Brittingham)                     O258900100007 
INSTITUTE  (3RUMBUC,2GERLMU,2GERMUU,1USABRK,2GERKLN,2GERTHD,      O258900100008 
           1USAYAL)                                               O258900100009 
           (3SARSAR) Jazan University, Jazan                      O258900100010 
           (3SUDSUD) University of Science Technology, Khartoum,  O258900100011 
           Sudan                                                  O258900100012 
           (4GRGGRG) Agnes Scott College, Decatur, Georgia        O258900100013 
REFERENCE  (J,PR/C,108,014310,2023)                               O258900100014 
REL-REF    (M,D0419001,D.Bucurescu+,J,PR/C,73,064309,2006)        O258900100015 
           For experiment details.                                O258900100016 
FACILITY   (VDGT,2GERMUU) Tandem accelerator                      O258900100017 
SAMPLE     The Er2O3 target of thickness of 120 ug/cm2, deposited O258900100018 
           on a 13 ug/cm2 carbon backing.                         O258900100019 
DETECTOR   (MAGSP) Q3D spectrograph                               O258900100020 
METHOD     (EDE,BCINT) The energy calibration of the spectra was  O258900100021 
           achieved by comparing with spectra measured under      O258900100022 
           similar conditions for the 172Yb(p,t) and 208Pb(p,t)   O258900100023 
           reactions.                                             O258900100024 
ERR-ANALYS (DATA-ERR) No information on the source of uncertainty O258900100025 
STATUS     (APRVD) Approved by D.Bucurescu (2024-01-25)           O258900100026 
           (TABLE,,D.Bucurescu+,J,PR/C,108,014310,2023) Fig. 2-7  O258900100027 
HISTORY    (20240113R) Data received from D.Bucurescu (2024-01-13)O258900100028 
           (20240123C) VT                                         O258900100029 
ENDBIB              27          0                                 O258900100030 
NOCOMMON             0          0                                 O258900100031 
ENDSUBENT           30          0                                 O258900199999 
SUBENT        O2589002   20240120                             O100O258900200001 
BIB                  1          1                                 O258900200002 
REACTION   (68-ER-170(P,T)68-ER-168,PAR,DA)                       O258900200003 
ENDBIB               1          0                                 O258900200004 
COMMON               1          3                                 O258900200005 
EN                                                                O258900200006 
MEV                                                               O258900200007 
        25.                                                       O258900200008 
ENDCOMMON            3          0                                 O258900200009 
DATA                 4       1450                                 O258900200010 
      2477.        14.      7.916      0.257                      O258900200486 
      2477.       17.5      7.363      0.319                      O258900200487 
      2477.        23.      9.648      0.278                      O258900200488 
      2477.        30.      9.265      0.325                      O258900200489 
      2477.       37.5      6.426      0.252                      O258900200490 
      2486.         5.       3.21      0.347                      O258900200491 
      2486.        10.      4.337      0.245                      O258900200492 
      2486.        14.      4.457      0.244                      O258900200493 
      2486.       17.5      4.696      0.295                      O258900200494 
      2486.        23.       6.91      0.299                      O258900200495 
      2486.        30.      5.994      0.325                      O258900200496 
      2486.       37.5      3.833      0.257                      O258900200497 
      2492.         5.       1.15      0.282                      O258900200498 
      2492.        10.      1.865      0.214                      O258900200499 
      2492.        14.       1.88      0.208                      O258900200500 
      2492.       17.5      1.286      0.189                      O258900200501 
      2492.        23.       1.79      0.261                      O258900200502 
      2492.        30.      1.756      0.251                      O258900200503 
      2492.       37.5      1.324      0.237                      O258900200504 
      2511.         5.      0.694      0.195                      O258900200505 
      2511.        10.      1.207      0.124                      O258900200506 
      2511.        14.      1.184       0.12                      O258900200507 
      2511.       17.5      1.074      0.165                      O258900200508 
      2511.        23.      0.855      0.118                      O258900200509 
      2511.        30.      0.632       0.13                      O258900200510 
      2511.       37.5      0.262      0.111                      O258900200511 
      2519.        10.      0.376      0.103                      O258900200512 
      2519.        14.      0.608      0.111                      O258900200513 
      2519.       17.5      0.708      0.153                      O258900200514 
      2519.        23.      0.632      0.114                      O258900200515 
      2519.        30.      0.502      0.121                      O258900200516 
      2519.       37.5      0.227      0.121                      O258900200517 
      2527.         5.      1.757      0.239                      O258900200518 
      2527.        10.      1.938      0.138                      O258900200519 
      2527.        14.      2.235      0.138                      O258900200520 
      2527.       17.5      1.829      0.201                      O258900200521 
      2527.        23.      2.244      0.147                      O258900200522 
      2527.        30.      2.007      0.177                      O258900200523 
      2527.       37.5       1.34      0.116                      O258900200524 
      2538.         5.      3.557      0.325                      O258900200525 
      2538.        10.      9.984      0.255                      O258900200526 
      2538.        14.      13.49      0.271                      O258900200527 
      2538.       17.5     10.513      0.437                      O258900200528 
      2538.        23.      6.022      0.206                      O258900200529 
      2538.        30.      2.927      0.214                      O258900200530 
      2538.       37.5      4.331      0.176                      O258900200531 
      2552.         5.      2.104       0.26                      O258900200532 
      2552.        10.       3.02      0.166                      O258900200533 
      2552.        14.      2.608      0.146                      O258900200534 
      2552.       17.5      2.301      0.224                      O258900200535 
      2552.        23.      1.714      0.139                      O258900200536 
      2552.        30.      1.385      0.158                      O258900200537 
      2552.       37.5      1.954      0.136                      O258900200538 
      2561.         5.       11.3      0.521                      O258900200539 
      2561.        10.     11.473      0.279                      O258900200540 
      2561.        14.      9.109      0.231                      O258900200541 
      2561.       17.5       7.54      0.378                      O258900200542 
      2561.        23.     10.511      0.265                      O258900200543 
      2561.        30.      9.135      0.344                      O258900200544 
      2561.       37.5      4.568      0.186                      O258900200545 
      2572.         5.     91.983      1.431                      O258900200546 
      2572.        10.     46.245      0.558                      O258900200547 
      2572.        14.     10.892      0.279                      O258900200548 
      2572.       17.5      5.274       0.33                      O258900200549 
      2572.        23.     22.142      0.408                      O258900200550 
      2572.        30.     22.572      0.558                      O258900200551 
      2572.       37.5       8.99      0.282                      O258900200552 
      2580.         5.      6.257      0.888                      O258900200553 
      2580.        10.     10.786      1.227                      O258900200554 
      2580.        14.     12.815      0.292                      O258900200555 
      2580.       17.5      12.28      0.753                      O258900200556 
      2580.        23.      9.064      0.349                      O258900200557 
      2580.        30.      4.299      2.286                      O258900200558 
      2580.       37.5      3.641      0.175                      O258900200559 
      2585.         5.      2.347       0.36                      O258900200560 
      2585.        10.      1.834       0.19                      O258900200561 
      2585.        14.      1.208      0.207                      O258900200562 
      2585.       17.5      1.184      0.221                      O258900200563 
      2585.        23.      1.104      0.118                      O258900200564 
      2585.        30.      0.786      0.171                      O258900200565 
      2585.       37.5      0.619      0.163                      O258900200566 
      2606.         5.      0.217      0.174                      O258900200567 
      2606.        10.       0.65      0.332                      O258900200568 
      2606.        14.      0.861      0.395                      O258900200569 
      2606.       17.5      1.116      0.368                      O258900200570 
      2606.        23.      1.132      0.308                      O258900200571 
      2606.        30.      1.132      0.361                      O258900200572 
      2606.       37.5      1.756      1.479                      O258900200573 
      2617.         5.      49.55      4.068                      O258900200574 
      2617.        10.     23.563      0.324                      O258900200575 
      2617.        14.      5.965      0.253                      O258900200576 
      2617.       17.5      1.055      0.282                      O258900200577 
      2617.        23.      4.666       0.31                      O258900200578 
      2617.        30.      7.942      0.364                      O258900200579 
      2617.       37.5      3.963      0.199                      O258900200580 
      2631.         5.      6.197        0.5                      O258900200581 
      2631.        10.      7.065       0.19                      O258900200582 
      2631.        14.      4.266      0.289                      O258900200583 
      2631.       17.5      2.511      0.471                      O258900200584 
      2631.        23.      2.898      0.362                      O258900200585 
      2631.        30.      3.882      0.604                      O258900200586 
      2631.       37.5      1.827       0.16                      O258900200587 
      2644.         5.      2.665      0.626                      O258900200588 
      2644.        10.      2.828      0.144                      O258900200589 
      2644.        14.      1.811      0.262                      O258900200590 
      2644.       17.5      1.299      0.299                      O258900200591 
      2644.        23.      0.933      0.198                      O258900200592 
      2644.        30.      1.486      0.302                      O258900200593 
      2644.       37.5      1.096      0.178                      O258900200594 
      2651.         5.      2.299      0.304                      O258900200595 
      2651.        10.      2.494      0.444                      O258900200596 
      2651.        14.      1.543       0.14                      O258900200597 
      2651.       17.5      1.114      0.128                      O258900200598 
      2651.        23.       0.91      0.218                      O258900200599 
      2651.        30.      1.125       0.13                      O258900200600 
      2651.       37.5      0.895        0.1                      O258900200601 
      2659.         5.      7.416      1.142                      O258900200602 
      2659.        10.       8.29      0.341                      O258900200603 
      2659.        14.      7.604      0.224                      O258900200604 
      2659.       17.5      6.032      0.606                      O258900200605 
      2659.        23.      5.596      0.465                      O258900200606 
      2659.        30.      4.786      0.326                      O258900200607 
      2659.       37.5      3.356      0.238                      O258900200608 
      2674.         5.      1.433      0.318                      O258900200609 
      2674.        10.      1.237      0.335                      O258900200610 
      2674.        14.      1.348      0.389                      O258900200611 
      2674.       17.5      1.676      0.175                      O258900200612 
      2674.        23.      2.076      0.319                      O258900200613 
      2674.        30.      3.306      0.413                      O258900200614 
      2674.       37.5      2.938      0.118                      O258900200615 
      2683.         5.      7.114      0.392                      O258900200616 
      2683.        10.     10.606      0.234                      O258900200617 
      2683.        14.     12.215      0.239                      O258900200618 
      2683.       17.5     11.079      0.476                      O258900200619 
      2683.        23.      8.906       0.21                      O258900200620 
      2683.        30.      5.249      0.506                      O258900200621 
      2683.       37.5      5.435      0.152                      O258900200622 
      2691.         5.      3.007       0.54                      O258900200623 
      2691.        10.      1.642      0.433                      O258900200624 
      2691.        14.      1.227      0.557                      O258900200625 
      2691.       17.5      0.883      0.613                      O258900200626 
      2691.        23.      1.191      0.477                      O258900200627 
      2691.        30.      1.132      0.354                      O258900200628 
      2691.       37.5      1.194      0.184                      O258900200629 
      2706.         5.      1.106        0.5                      O258900200630 
      2706.        10.      2.408      0.204                      O258900200631 
      2706.        14.      3.027      0.127                      O258900200632 
      2706.       17.5      3.298      0.412                      O258900200633 
      2706.        23.      2.873      0.133                      O258900200634 
      2706.        30.      1.608      0.238                      O258900200635 
      2706.       37.5      0.946      0.415                      O258900200636 
      2725.         5.       0.82      0.103                      O258900200637 
      2725.        10.      0.823      0.078                      O258900200638 
      2725.        14.       1.06      0.145                      O258900200639 
      2725.       17.5      0.926      0.153                      O258900200640 
      2725.        23.       0.69       0.08                      O258900200641 
      2725.        30.      0.487      0.153                      O258900200642 
      2725.       37.5      0.544      0.073                      O258900200643 
      2734.         5.      2.029      0.139                      O258900200644 
      2734.        10.      2.139      0.109                      O258900200645 
      2734.        14.      1.997      0.107                      O258900200646 
      2734.       17.5       1.82      0.118                      O258900200647 
      2734.        23.      1.877      0.176                      O258900200648 
      2734.        30.      2.313      0.152                      O258900200649 
      2734.       37.5      2.415      0.108                      O258900200650 
      2742.         5.      6.617      0.651                      O258900200651 
      2742.        10.     10.328      0.384                      O258900200652 
      2742.        14.     13.043      0.292                      O258900200653 
      2742.       17.5     11.293       0.87                      O258900200654 
      2742.        23.      7.173      0.323                      O258900200655 
      2742.        30.      3.092      0.409                      O258900200656 
      2742.       37.5      3.881      0.203                      O258900200657 
      2748.         5.      4.524      0.552                      O258900200658 
      2748.        10.      5.236      0.259                      O258900200659 
      2748.        14.      3.683      0.247                      O258900200660 
      2748.       17.5      3.413       0.24                      O258900200661 
      2748.        23.      3.599      0.455                      O258900200662 
      2748.        30.      3.614      0.228                      O258900200663 
      2748.       37.5        2.7      0.207                      O258900200664 
      2759.         5.      0.217      0.174                      O258900200665 
      2759.        10.      0.607      0.103                      O258900200666 
      2759.        14.       0.51      0.102                      O258900200667 
      2759.       17.5      0.484       0.13                      O258900200668 
      2759.        23.        0.4      0.105                      O258900200669 
      2759.        30.      0.372       0.13                      O258900200670 
      2759.       37.5      0.247      0.086                      O258900200671 
      2770.         5.      0.612      0.173                      O258900200672 
      2770.        10.      0.768      0.232                      O258900200673 
      2770.        14.      1.166      0.152                      O258900200674 
      2770.       17.5       1.12      0.136                      O258900200675 
      2770.        23.      1.291       0.23                      O258900200676 
      2770.        30.      1.239      0.098                      O258900200677 
      2770.       37.5      1.092      0.161                      O258900200678 
      2789.         5.     16.525      2.158                      O258900200679 
      2789.        10.      8.452      0.209                      O258900200680 
      2789.        14.      3.655      0.165                      O258900200681 
      2789.       17.5      2.807      0.123                      O258900200682 
      2789.        23.      4.427      0.134                      O258900200683 
      2789.        30.      5.127       0.16                      O258900200684 
      2789.       37.5      2.848      0.108                      O258900200685 
      2809.         5.      1.528      0.175                      O258900200686 
      2809.        10.      1.869      0.165                      O258900200687 
      2809.        14.      2.296      0.339                      O258900200688 
      2809.       17.5      1.766      0.202                      O258900200689 
      2809.        23.      1.318      0.423                      O258900200690 
      2809.        30.      0.951      0.375                      O258900200691 
      2809.       37.5      1.374      0.452                      O258900200692 
      2825.         5.      1.363      0.225                      O258900200693 
      2825.        10.      2.301      0.205                      O258900200694 
      2825.        14.      3.299      0.512                      O258900200695 
      2825.       17.5      2.795      0.237                      O258900200696 
      2825.        23.      2.544       0.37                      O258900200697 
      2825.        30.      0.665      0.106                      O258900200698 
      2825.       37.5      1.035      0.312                      O258900200699 
      2842.         5.     53.239      4.384                      O258900200700 
      2842.        10.     23.666      0.488                      O258900200701 
      2842.        14.      5.286      0.267                      O258900200702 
      2842.       17.5      1.256      0.128                      O258900200703 
      2842.        23.      7.585      0.212                      O258900200704 
      2842.        30.      10.17      0.237                      O258900200705 
      2842.       37.5      4.605       0.17                      O258900200706 
      2850.         5.      3.367       0.57                      O258900200707 
      2850.        10.      3.652      0.358                      O258900200708 
      2850.        14.      2.859      0.328                      O258900200709 
      2850.       17.5      2.724      0.391                      O258900200710 
      2850.        23.      2.217      0.296                      O258900200711 
      2850.        30.       2.09      0.547                      O258900200712 
      2850.       37.5      1.419      0.123                      O258900200713 
      2859.         5.      0.883      0.174                      O258900200714 
      2859.        10.      1.395      0.255                      O258900200715 
      2859.        14.      2.394      0.274                      O258900200716 
      2859.       17.5      2.503      0.192                      O258900200717 
      2859.        23.      2.265      0.281                      O258900200718 
      2859.        30.      1.203       0.37                      O258900200719 
      2859.       37.5      0.939      0.106                      O258900200720 
      2872.         5.      58.31      4.946                      O258900200721 
      2872.        10.     28.477      0.549                      O258900200722 
      2872.        14.      8.704      0.359                      O258900200723 
      2872.       17.5      1.808      0.174                      O258900200724 
      2872.        23.      6.436      0.451                      O258900200725 
      2872.        30.     10.525      0.767                      O258900200726 
      2872.       37.5       6.58      0.464                      O258900200727 
      2879.         5.      3.418      2.804                      O258900200728 
      2879.        10.      5.924      0.371                      O258900200729 
      2879.        14.      6.338      0.338                      O258900200730 
      2879.       17.5      6.146      0.288                      O258900200731 
      2879.        23.      4.104      0.522                      O258900200732 
      2879.        30.       3.05      0.599                      O258900200733 
      2879.       37.5       3.39      0.181                      O258900200734 
      2888.        10.      1.081       0.17                      O258900200735 
      2888.        14.      0.866      0.143                      O258900200736 
      2888.       17.5      0.651      0.212                      O258900200737 
      2888.        23.      0.601      0.119                      O258900200738 
      2888.        30.      0.443      0.272                      O258900200739 
      2888.       37.5      0.609      0.121                      O258900200740 
      2906.         5.      3.425      0.234                      O258900200741 
      2906.        10.      6.496      0.445                      O258900200742 
      2906.        14.      8.107      0.302                      O258900200743 
      2906.       17.5      7.324       0.38                      O258900200744 
      2906.        23.      5.907      0.208                      O258900200745 
      2906.        30.      3.105      0.304                      O258900200746 
      2906.       37.5      3.406      0.199                      O258900200747 
      2915.         5.      5.324      0.771                      O258900200748 
      2915.        10.      5.599      0.248                      O258900200749 
      2915.        14.      5.812      0.245                      O258900200750 
      2915.       17.5      5.565      0.545                      O258900200751 
      2915.        23.      6.343      0.199                      O258900200752 
      2915.        30.       7.96      0.851                      O258900200753 
      2915.       37.5      7.484      0.239                      O258900200754 
      2926.        10.      1.024      0.352                      O258900200755 
      2926.        14.      0.989      0.324                      O258900200756 
      2926.       17.5      0.797      0.128                      O258900200757 
      2926.        23.      1.109      0.135                      O258900200758 
      2926.        30.       1.71      0.186                      O258900200759 
      2926.       37.5      1.927      0.202                      O258900200760 
      2934.         5.      5.692      0.494                      O258900200761 
      2934.        10.     10.359      0.301                      O258900200762 
      2934.        14.     12.396       0.59                      O258900200763 
      2934.       17.5     11.496       0.77                      O258900200764 
      2934.        23.      7.945      0.222                      O258900200765 
      2934.        30.      4.087      0.186                      O258900200766 
      2934.       37.5      4.403      0.355                      O258900200767 
      2947.         5.     79.068      6.461                      O258900200768 
      2947.        10.     48.098      0.604                      O258900200769 
      2947.        14.     21.715      1.312                      O258900200770 
      2947.       17.5     10.679      0.985                      O258900200771 
      2947.        23.     12.534      0.299                      O258900200772 
      2947.        30.      14.57      0.395                      O258900200773 
      2947.       37.5     11.049      0.761                      O258900200774 
      2961.         5.      2.546      0.318                      O258900200775 
      2961.        10.      3.115      0.238                      O258900200776 
      2961.        14.      3.399      0.276                      O258900200777 
      2961.       17.5      3.186      0.247                      O258900200778 
      2961.        23.       1.66      0.184                      O258900200779 
      2961.        30.      1.504      0.138                      O258900200780 
      2961.       37.5      1.249      0.146                      O258900200781 
      2969.         5.      1.491      0.276                      O258900200782 
      2969.        10.      4.002      0.252                      O258900200783 
      2969.        14.       4.01      0.287                      O258900200784 
      2969.       17.5      4.057      0.263                      O258900200785 
      2969.        23.      2.894      0.208                      O258900200786 
      2969.        30.      2.483      0.158                      O258900200787 
      2969.       37.5      2.753       0.18                      O258900200788 
      2987.         5.      1.122      0.188                      O258900200789 
      2987.        10.      1.117      0.194                      O258900200790 
      2987.        14.      0.495       0.16                      O258900200791 
      2987.       17.5      0.541      0.154                      O258900200792 
      2987.        23.      0.343      0.156                      O258900200793 
      2987.        30.      0.622      0.184                      O258900200794 
      2987.       37.5      0.638      0.191                      O258900200795 
      2998.         5.     10.923      0.314                      O258900200796 
      2998.        10.      3.468      0.211                      O258900200797 
      2998.        14.      0.761      0.164                      O258900200798 
      2998.       17.5      0.724      0.141                      O258900200799 
      2998.        23.      2.322       0.19                      O258900200800 
      2998.        30.      2.428      0.205                      O258900200801 
      2998.       37.5      0.525      0.169                      O258900200802 
      3009.         5.      7.836      0.276                      O258900200803 
      3009.        10.     20.669      0.367                      O258900200804 
      3009.        14.     25.494       0.44                      O258900200805 
      3009.       17.5     23.061      0.375                      O258900200806 
      3009.        23.     13.062      0.328                      O258900200807 
      3009.        30.      8.742      0.291                      O258900200808 
      3009.       37.5     11.464      0.353                      O258900200809 
      3020.         5.      1.148      0.159                      O258900200810 
      3020.        10.      1.894      0.178                      O258900200811 
      3020.        14.      1.973      0.181                      O258900200812 
      3020.       17.5      1.892      0.163                      O258900200813 
      3020.        23.      0.946      0.156                      O258900200814 
      3020.        30.      0.766      0.153                      O258900200815 
      3020.       37.5      0.987      0.173                      O258900200816 
      3029.         5.     12.003      0.322                      O258900200817 
      3029.        10.        5.1      0.219                      O258900200818 
      3029.        14.      1.833      0.171                      O258900200819 
      3029.       17.5      1.844      0.157                      O258900200820 
      3029.        23.      3.449      0.202                      O258900200821 
      3029.        30.      3.471      0.207                      O258900200822 
      3029.       37.5      1.568       0.18                      O258900200823 
      3042.         5.      6.052      0.289                      O258900200824 
      3042.        10.     10.696      0.304                      O258900200825 
      3042.        14.     12.003      0.335                      O258900200826 
      3042.       17.5     10.266      0.291                      O258900200827 
      3042.        23.      5.482      0.245                      O258900200828 
      3042.        30.      3.857      0.216                      O258900200829 
      3042.       37.5      4.003      0.293                      O258900200830 
      3050.         5.      3.857      0.264                      O258900200831 
      3050.        10.      5.048       0.37                      O258900200832 
      3050.        14.      5.693      0.307                      O258900200833 
      3050.       17.5      5.898      0.371                      O258900200834 
      3050.        23.      4.392      0.588                      O258900200835 
      3050.        30.      2.523      0.449                      O258900200836 
      3050.       37.5      2.138      0.491                      O258900200837 
      3055.         5.      0.926      0.222                      O258900200838 
      3055.        10.      1.248      0.364                      O258900200839 
      3055.        14.      1.915      0.259                      O258900200840 
      3055.       17.5      1.553      0.359                      O258900200841 
      3055.        23.      0.634      0.588                      O258900200842 
      3055.        30.      0.314      0.432                      O258900200843 
      3055.       37.5      0.713       0.54                      O258900200844 
      3065.         5.      1.901      0.172                      O258900200845 
      3065.        10.       1.35      0.153                      O258900200846 
      3065.        14.      1.143      0.157                      O258900200847 
      3065.       17.5      0.762      0.131                      O258900200848 
      3065.        23.      0.576      0.135                      O258900200849 
      3065.        30.      0.919      0.141                      O258900200850 
      3065.       37.5      0.551      0.142                      O258900200851 
      3081.         5.      2.429      0.239                      O258900200852 
      3081.        10.      3.803      0.287                      O258900200853 
      3081.        14.      4.314       0.27                      O258900200854 
      3081.       17.5      4.982      0.218                      O258900200855 
      3081.        23.      3.479      0.221                      O258900200856 
      3081.        30.      2.538      0.167                      O258900200857 
      3081.       37.5      1.654      0.776                      O258900200858 
      3087.         5.      0.917      0.214                      O258900200859 
      3087.        10.      0.761      0.255                      O258900200860 
      3087.        14.      1.413      0.232                      O258900200861 
      3087.       17.5      1.348       0.17                      O258900200862 
      3087.        23.      0.701      0.175                      O258900200863 
      3087.       37.5      0.375      0.765                      O258900200864 
      3098.         5.      2.387      0.188                      O258900200865 
      3098.        10.      2.316      0.167                      O258900200866 
      3098.        14.      2.935      0.191                      O258900200867 
      3098.       17.5      2.827      0.167                      O258900200868 
      3098.        23.      2.447      0.171                      O258900200869 
      3098.        30.      1.115      0.135                      O258900200870 
      3098.       37.5      1.636      0.165                      O258900200871 
      3113.         5.      3.028      0.222                      O258900200872 
      3113.        10.      2.007      0.162                      O258900200873 
      3113.        14.      1.464      0.297                      O258900200874 
      3113.       17.5      1.153      0.199                      O258900200875 
      3113.        23.      0.968      0.221                      O258900200876 
      3113.       37.5      0.863      0.146                      O258900200877 
      3117.         5.      1.843      0.205                      O258900200878 
      3117.        14.      0.553      0.283                      O258900200879 
      3117.       17.5      0.647      0.189                      O258900200880 
      3117.        23.      1.344       0.23                      O258900200881 
      3117.        30.      1.581      0.161                      O258900200882 
      3139.         5.      3.556      0.289                      O258900200883 
      3139.        10.      7.041      0.244                      O258900200884 
      3139.        14.      8.846      0.328                      O258900200885 
      3139.       17.5      9.372      0.263                      O258900200886 
      3139.        23.      5.749      0.239                      O258900200887 
      3139.        30.      2.126      0.199                      O258900200888 
      3139.       37.5      2.971      0.206                      O258900200889 
      3147.         5.      6.521      0.335                      O258900200890 
      3147.        10.       4.26      0.225                      O258900200891 
      3147.        14.      3.157      0.225                      O258900200892 
      3147.       17.5      2.401      0.186                      O258900200893 
      3147.        23.      2.193      0.193                      O258900200894 
      3147.        30.      1.195      0.176                      O258900200895 
      3147.       37.5      1.069      0.169                      O258900200896 
      3157.         5.      2.538      0.247                      O258900200897 
      3157.        10.      1.013      0.172                      O258900200898 
      3157.        14.      0.594      0.174                      O258900200899 
      3157.       17.5      0.403      0.147                      O258900200900 
      3157.        23.      0.861       0.15                      O258900200901 
      3157.        30.      0.484      0.153                      O258900200902 
      3165.         5.      1.298      0.209                      O258900200903 
      3165.        10.      0.797      0.181                      O258900200904 
      3165.        14.      0.437      0.184                      O258900200905 
      3165.       17.5      0.916       0.16                      O258900200906 
      3165.        23.      1.118      0.156                      O258900200907 
      3165.        30.      0.464      0.153                      O258900200908 
      3165.       37.5      0.124      0.127                      O258900200909 
      3172.         5.      3.082      0.226                      O258900200910 
      3172.        10.      7.501      0.263                      O258900200911 
      3172.        14.      10.72      0.321                      O258900200912 
      3172.       17.5     11.691      0.291                      O258900200913 
      3172.        23.       7.92      0.257                      O258900200914 
      3172.        30.      1.645      0.153                      O258900200915 
      3172.       37.5      2.014      0.176                      O258900200916 
      3183.         5.       5.52      0.251                      O258900200917 
      3183.        10.     11.971       0.29                      O258900200918 
      3183.        14.     16.426      0.348                      O258900200919 
      3183.       17.5      16.75       0.32                      O258900200920 
      3183.        23.     11.571      0.288                      O258900200921 
      3183.        30.      4.862      0.207                      O258900200922 
      3183.       37.5      4.779      0.225                      O258900200923 
      3194.         5.      2.303      0.188                      O258900200924 
      3194.        10.      2.598      0.181                      O258900200925 
      3194.        14.      2.812      0.191                      O258900200926 
      3194.       17.5      2.421       0.17                      O258900200927 
      3194.        23.      1.942      0.165                      O258900200928 
      3194.        30.      1.417       0.15                      O258900200929 
      3194.       37.5      1.456      0.169                      O258900200930 
      3220.         5.      0.662      0.178                      O258900200931 
      3220.        10.      0.953      0.126                      O258900200932 
      3220.        14.      1.488      0.143                      O258900200933 
      3220.       17.5      1.355      0.144                      O258900200934 
      3220.        23.      1.228      0.144                      O258900200935 
      3220.        30.       0.83      0.127                      O258900200936 
      3220.       37.5      0.972      0.127                      O258900200937 
      3237.         5.      2.902      0.193                      O258900200938 
      3237.        10.      4.947      0.246                      O258900200939 
      3237.        14.      6.662      0.283                      O258900200940 
      3237.       17.5      5.933      0.567                      O258900200941 
      3237.        23.      3.789      0.371                      O258900200942 
      3237.        30.      1.976      0.153                      O258900200943 
      3237.       37.5       2.21      0.169                      O258900200944 
      3244.         5.      1.973      0.176                      O258900200945 
      3244.        10.      1.596      0.189                      O258900200946 
      3244.        14.      1.126      0.208                      O258900200947 
      3244.       17.5       1.79      0.528                      O258900200948 
      3244.        23.      1.228      0.331                      O258900200949 
      3244.        30.      0.758       0.13                      O258900200950 
      3244.       37.5       0.63      0.135                      O258900200951 
      3263.         5.      1.713      0.281                      O258900200952 
      3263.        10.      0.892      0.167                      O258900200953 
      3263.        14.      0.812      0.157                      O258900200954 
      3263.       17.5      1.367      0.167                      O258900200955 
      3263.        23.      1.792       0.23                      O258900200956 
      3263.        30.      1.651      0.207                      O258900200957 
      3263.       37.5      0.851       0.12                      O258900200958 
      3269.         5.      0.779      0.264                      O258900200959 
      3269.        10.      1.574      0.186                      O258900200960 
      3269.        14.      2.041      0.184                      O258900200961 
      3269.       17.5      1.825      0.179                      O258900200962 
      3269.        23.      0.784      0.208                      O258900200963 
      3269.        30.      0.236      0.184                      O258900200964 
      3287.         5.       2.09      0.168                      O258900200965 
      3287.        10.      3.559      0.203                      O258900200966 
      3287.        14.      5.037      0.208                      O258900200967 
      3287.       17.5      4.906      0.221                      O258900200968 
      3287.        23.      3.054      0.205                      O258900200969 
      3287.        30.      2.039      0.147                      O258900200970 
      3287.       37.5         5.      2.134                      O258900200971 
      3295.         5.      3.099      0.193                      O258900200972 
      3295.        10.      2.297      0.181                      O258900200973 
      3295.        14.      1.792       0.16                      O258900200974 
      3295.       17.5      1.409      0.163                      O258900200975 
      3295.        23.      1.991      0.184                      O258900200976 
      3295.        30.      2.051       0.15                      O258900200977 
      3295.       37.5      1.504      0.139                      O258900200978 
      3306.         5.      1.868      0.302                      O258900200979 
      3306.        10.       1.84      0.219                      O258900200980 
      3306.        14.      2.246      0.167                      O258900200981 
      3306.       17.5      2.453      0.173                      O258900200982 
      3306.        23.      2.361      0.171                      O258900200983 
      3306.        30.       1.97      0.147                      O258900200984 
      3306.       37.5      1.227      0.131                      O258900200985 
      3313.         5.      2.639      0.318                      O258900200986 
      3313.        10.      0.986      0.154                      O258900200987 
      3313.        14.      1.358      0.241                      O258900200988 
      3313.       17.5      1.028      0.163                      O258900200989 
      3313.        23.      0.358      0.147                      O258900200990 
      3313.        30.      0.124      0.109                      O258900200991 
      3319.         5.      1.658      0.168                      O258900200992 
      3319.        10.      1.113      0.584                      O258900200993 
      3319.        14.      1.533      0.208                      O258900200994 
      3319.       17.5      1.175      0.234                      O258900200995 
      3319.        23.      0.873      0.269                      O258900200996 
      3319.        30.      1.008      0.441                      O258900200997 
      3319.       37.5      0.788      0.218                      O258900200998 
      3326.        10.      0.553      0.594                      O258900200999 
      3326.       17.5      0.701       0.24                      O258900201000 
      3326.        23.      0.735      0.285                      O258900201001 
      3326.        30.      0.495      0.429                      O258900201002 
      3326.       37.5      0.413       0.21                      O258900201003 
      3343.         5.      0.917      0.168                      O258900201004 
      3343.        10.      2.045      0.183                      O258900201005 
      3343.        14.      2.338      0.184                      O258900201006 
      3343.       17.5      2.056      0.179                      O258900201007 
      3343.        23.      0.998      0.159                      O258900201008 
      3343.       37.5      0.285       0.12                      O258900201009 
      3362.         5.      1.315      0.172                      O258900201010 
